species,body_size,metabolic_rate
species_A,9.918341798475012,3.7132558603717847
species_A,27.21332988119684,8.346688563733876
species_A,14.171795943984762,5.579502816845125
species_A,13.672378835035488,8.060545158085391
species_A,18.36877483408898,6.82453098785496
species_A,18.430159765994176,5.475546425658805
species_A,23.118861370021477,10.493836104931551
species_A,25.94331224798225,8.212203835114948
species_A,27.2092786047142,9.46355457867638
species_A,9.219122871290892,7.30150650601119
species_A,20.52121273125522,7.622564227960317
species_A,15.112927423324436,7.603026731962343
species_A,6.162118627689779,4.780538794281079
species_A,21.911144502228126,7.501583579537722
species_A,8.269902156898752,5.6549084536974155
species_A,13.242494374280795,3.249532687258123
species_A,21.45479632425122,7.9854624694895575
species_A,13.707047783536837,5.5891143127661405
species_A,22.829840077320114,4.92776864879024
species_A,28.382835648953915,8.354453212741982
species_A,7.592388429911807,4.594950383374711
species_A,29.65683858608827,9.538290510837738
species_A,6.534100266871974,4.866928376530433
species_A,29.639458779711276,8.394348658314643
species_A,24.151112070539966,8.297884445793688
species_A,19.452526945387945,4.853640993537077
species_A,25.481881161686033,10.497749532982027
species_A,11.981103972066194,5.319692195885313
species_A,6.1653801368083805,4.869459189347931
species_A,15.200430330587551,5.261525931391552
species_A,11.313278171001002,7.841177908751442
species_A,28.427292407723144,10.62058389725685
species_A,22.094538029050454,6.061398649971776
species_A,15.509065521182492,5.651979422686636
species_A,17.190900841960683,5.490371090869546
species_A,19.022456936072558,7.171642569168049
species_A,13.967017312534153,5.349120170262187
species_A,17.99339218530804,8.88807489092636
species_A,8.163023764500394,6.024604554305264
species_A,24.053110474487767,8.431804825029257
species_A,6.460160536225885,5.616110543338655
species_A,15.62248531379737,7.80209054430877
species_A,26.740926813799888,6.680052372794513
species_A,11.01730115013197,6.948890774158513
species_A,16.32582661230117,7.515127773161143
species_B,15.169051587581635,8.684338888054468
species_B,21.451468941522762,12.257053940594531
species_B,23.797739484580234,13.020578810675
species_B,23.385884579038247,12.670750634515176
species_B,26.106616052566096,13.657253042078665
species_B,21.547905857441947,12.302646983669188
species_B,29.769290670519695,17.083244896931085
species_B,20.152430103626102,10.810583895836837
species_B,7.353603043593466,7.424732212595368
species_B,8.301735216518864,5.853871678922429
species_B,7.386695623863488,6.595826968784749
species_B,22.03168924432248,12.922162944502709
species_B,22.354889662237838,14.084383332316948
species_B,24.6870403829962,13.934182600349509
species_B,9.569357942091301,8.516104145219499
species_B,10.803319142432883,8.465483971225051
species_B,16.944911372847855,9.439124863383467
species_B,12.462776137981564,7.161442534027668
species_B,8.238604968646541,6.643549502205175
species_B,16.759989813435823,9.764377377070133
species_B,22.61438348912634,12.413765296507652
species_B,16.154274322325364,12.651930583116705
species_B,29.50667782104574,15.123830793381595
species_B,10.014489230234176,5.3618492155335105
species_B,20.56106717325747,11.957069110322966
species_B,13.550344977993518,12.436460953434892
species_B,8.356632735813037,5.144146360341201
species_B,22.514955817023292,11.316676879345284
species_B,20.246592432959005,12.002394424537782
species_B,17.567402666900307,12.112870978767688
species_B,9.44715588237159,9.56992697365594
species_B,12.803490915102884,8.344239460413434
species_B,10.918559950077906,9.154429699850883
species_B,12.022634177701548,4.07410640232344
species_B,10.969430092955008,6.503895216748225
species_B,16.7358366784174,10.712403432628793
species_B,13.368171285837889,9.822135858427963
species_B,10.745904089417309,5.322741662151015
species_B,19.013053849339485,11.162511244430828
species_B,27.302525833947584,12.374823261177552
species_B,28.800498846685514,16.802893412561478
species_B,5.963918078923598,7.819606278651702
species_B,26.887265308760107,11.81406410736075
species_B,8.598158119712025,7.002014896561395
species_B,16.21329520829022,7.817956829703567
species_C,24.28885718807578,4.814630433876119
species_C,12.166390726342797,3.6507571326764907
species_C,17.18386979890056,5.610929371203688
species_C,20.49685881473124,4.094398972136901
species_C,17.878961127717048,3.4483336198255135
species_C,17.375332205556333,5.881187518472645
species_C,18.51484673214145,3.3082022207054838
species_C,12.984900061273947,3.6694710039134004
species_C,28.17753857932985,5.945097769792449
species_C,29.954611336579546,6.919237379173032
species_C,11.833281612489372,4.695740115972068
species_C,10.601099506020546,6.852599119363705
species_C,27.28293179650791,5.814736752548613
species_C,12.415459875483066,5.166410080745505
species_C,24.814397051231936,4.722278876966101
species_C,8.301073930924758,6.377094050076815
species_C,17.3302461754065,6.370559848730798
species_C,5.760239490773529,1.4350516595212102
species_C,5.482705910690129,2.0092754408470928
species_C,27.46719712857157,4.274802559323348
species_C,6.805176516063511,3.822553077978961
species_C,25.4900533426553,2.6136774879233706
species_C,25.09133159299381,5.795589827286844
species_C,22.670954717323184,6.061848657838698
species_C,5.830552162369713,4.649277023267247
species_C,26.046653913799673,4.774215323862525
species_C,25.716312591684982,6.0067709145245685
species_C,12.210541050881147,4.76094164244523
species_C,7.6833037147298455,2.0590341779198744
species_C,19.563056459883228,3.2262933381906134
species_C,5.630062510026619,5.057738247097797
species_C,23.628986791009083,5.539939041497708
species_C,20.121215133694932,5.312035724258765
species_C,26.221657807473093,6.551392730706332
species_C,13.097593777347356,4.0655209829122985
species_C,21.396325535606593,7.328176603300921
species_C,12.289423065958545,4.063631982172393
species_C,17.731870217248797,2.772539208102714
species_C,20.88174448115751,6.507516218945337
species_C,29.04812740860507,6.359655872996483
species_C,13.671322965528816,4.028000520981118
species_C,27.142312227515504,8.249968032982618
species_C,9.230235260911286,5.6664548263479855
species_C,29.20555366552435,7.791140955895925
species_C,20.878415037877858,6.39880703298243
